PassengerId,KNN
1649_01,0.76
1650_01,0.8
1651_01,0.76
1651_02,0.68
1651_03,0.76
1653_01,0.4
1655_01,0.24
1655_02,0.72
1656_01,0.68
1657_01,0.04
1658_01,0.08
1659_01,0.68
1660_01,0.08
1661_01,0.92
1661_02,0.16
1661_03,1.0
1661_04,0.16
1662_01,0.16
1663_01,0.76
1666_01,0.2
1668_01,0.12
1669_01,0.08
1669_02,0.8
1669_03,0.28
1670_01,0.24
1670_02,0.76
1671_01,0.16
1672_01,0.16
1673_01,0.08
1674_01,0.8
1676_01,0.76
1677_01,0.24
1681_01,0.32
1682_01,0.76
1685_01,0.2
1685_02,0.68
1685_03,0.76
1687_01,0.12
1688_01,0.4
1688_02,0.76
1688_03,0.8
1690_01,0.2
1691_01,0.48
1694_01,0.8
1695_01,0.08
1696_01,0.08
1697_01,0.24
1698_01,0.8
1699_01,0.28
1700_01,1.0
1700_02,0.16
1704_01,0.2
1704_02,0.48
1705_01,0.6
1708_01,0.12
1709_01,0.2
1709_02,0.28
1709_03,0.16
1709_04,0.12
1709_05,0.8
1709_06,0.12
1709_07,0.24
1710_01,0.76
1711_01,0.24
1712_01,0.32
1712_02,0.16
1713_01,0.28
1714_01,0.6
1715_01,0.8
1717_01,0.32
1717_02,0.12
1718_01,0.76
1719_01,0.76
1721_01,0.12
1723_01,0.16
1724_01,0.16
1725_01,0.44
1727_01,0.76
1727_02,0.32
1728_01,0.08
1729_01,0.32
1730_01,0.12
1731_01,0.76
1731_02,0.6
1733_01,0.28
1734_01,0.76
1736_01,0.76
1738_01,0.2
1738_02,0.8
1739_01,0.8
1740_01,0.48
1742_01,0.24
1745_01,0.16
1746_01,0.8
1747_01,0.28
1748_01,0.08
1748_02,0.68
1748_03,0.68
1749_01,0.76
1752_01,0.04
1753_01,0.8
1755_01,0.8
1757_01,0.2
1758_01,0.04
1760_01,0.08
1761_01,0.12
1762_01,0.24
1762_02,0.2
1763_01,0.44
1764_01,0.8
1764_02,0.6
1766_01,0.04
1767_01,1.0
1767_02,0.16
1767_03,0.2
1767_04,1.0
1768_01,0.32
1769_01,0.8
1770_01,1.0
1771_01,0.36
1772_01,0.32
1774_01,0.8
1775_01,0.32
1776_01,0.76
1778_01,0.8
1779_01,0.24
1781_01,0.44
1782_01,0.76
1782_02,0.24
1783_01,0.04
1783_02,0.8
1785_01,0.76
1786_01,0.2
1792_01,0.12
1796_01,1.0
1797_01,0.96
1798_01,0.4
1799_01,0.24
1800_01,0.6
1800_02,0.8
1800_03,0.8
1800_04,0.6
1800_05,0.8
1802_01,0.16
1803_01,0.24
1804_01,0.76
1805_01,0.8
1806_01,0.6
1807_01,0.08
1808_01,0.44
1810_01,0.32
1811_01,0.8
1811_02,0.4
1812_01,0.08
1813_01,0.16
1816_01,0.16
1816_02,0.16
1817_01,0.12
1818_01,0.76
1821_01,0.12
1822_01,0.32
1823_01,0.08
1826_01,0.24
1827_01,0.24
1828_01,0.2
1829_01,0.08
1829_02,0.16
1829_03,0.08
1829_04,0.08
1829_05,0.96
1829_06,0.4
1831_01,0.8
1833_01,0.08
1834_01,0.28
1836_01,0.28
1841_01,0.12
1843_01,0.12
1844_01,0.08
1844_02,0.8
1844_03,0.8
1846_01,0.08
1847_01,0.2
1848_01,0.16
1849_01,0.08
1850_01,0.84
1850_02,0.24
1853_01,0.76
1854_01,0.44
1855_01,0.76
1855_02,0.2
1856_01,0.2
1857_01,0.08
1859_01,0.8
1860_01,0.08
1860_02,0.08
1861_01,0.8
1861_02,0.2
1863_01,0.16
1864_01,0.2
1865_01,0.8
1865_02,0.6
1865_03,0.6
1865_04,0.6
1865_05,0.24
1865_06,0.6
1866_01,0.28
1868_01,0.76
1871_01,0.16
1872_01,0.8
1873_01,0.8
1874_01,0.76
1874_02,0.08
1877_01,0.08
1878_01,0.04
1879_01,0.08
1880_01,0.24
1881_01,0.08
1882_01,0.68
1882_02,0.96
1884_01,0.8
1886_01,0.56
1887_01,0.56
1888_01,0.04
1889_01,0.16
1889_02,0.76
1890_01,0.76
1891_01,0.8
1892_01,0.08
1892_02,0.08
1892_03,0.08
1897_01,0.16
1897_02,0.44
1898_01,0.8
1899_01,0.48
1901_01,0.96
1901_02,0.96
1902_01,0.08
1903_01,0.76
1905_01,0.28
1906_01,0.8
1907_01,0.08
1908_01,0.32
1911_01,0.2
1915_01,0.16
1916_01,0.96
1916_02,0.08
1918_01,1.0
1918_02,1.0
1918_03,0.2
1920_01,0.08
1922_01,0.8
1923_01,0.08
1923_02,0.96
1925_01,0.8
1926_01,0.8
1927_01,0.04
1928_01,0.2
1931_01,1.0
1933_01,0.08
1935_01,0.8
1937_01,0.48
1938_01,0.2
1939_01,0.32
1939_02,0.24
1940_01,0.32
1941_01,0.08
1942_01,0.2
1945_01,0.72
1946_01,0.16
1947_01,0.04
1950_01,0.24
1952_01,0.32
1953_01,0.28
1956_01,0.28
1956_02,0.2
1957_01,0.8
1959_01,0.96
1959_02,0.4
1959_03,0.08
1960_01,0.76
1960_02,0.16
1961_01,0.24
1962_01,0.08
1962_02,0.68
1962_03,0.76
1963_01,0.08
1964_01,0.16
1967_01,0.76
1968_01,0.76
1969_01,0.16
1971_01,0.08
1973_01,1.0
1974_01,0.12
1975_01,0.24
1976_01,0.84
1976_02,0.16
1976_03,1.0
1976_04,0.44
1976_05,1.0
1976_06,1.0
1976_07,1.0
1977_01,0.76
1978_01,0.8
1979_01,0.08
1980_01,0.8
1980_02,0.4
1980_03,0.8
1981_01,0.24
1983_01,0.16
1984_01,0.08
1985_01,0.76
1988_01,0.76
1991_01,0.2
1991_02,0.24
1992_01,0.8
1993_01,0.08
1994_01,0.04
1995_01,0.04
1996_01,0.24
1997_01,0.4
1999_01,0.16
2000_01,0.64
2001_01,0.08
2003_01,0.08
2006_01,0.28
2006_02,0.6
2006_03,0.8
2007_01,0.44
2009_01,0.64
2009_02,0.96
2009_03,0.96
2010_01,0.76
2011_01,0.8
2012_01,0.08
2013_01,0.28
2015_01,0.28
2019_01,0.32
2019_02,0.16
2022_01,0.32
2024_01,0.6
2024_02,0.24
2026_01,0.8
2026_02,0.8
2026_03,0.68
2027_01,0.08
2028_01,0.04
2029_01,0.8
2032_01,0.76
2034_01,0.24
2038_01,0.12
2040_01,1.0
2040_02,1.0
2041_01,0.76
2042_01,0.24
2043_01,0.8
2044_01,0.32
2045_01,0.8
2046_01,0.76
2051_01,0.12
2052_01,0.48
2053_01,0.44
2054_01,0.08
2055_01,0.68
2055_02,0.28
2055_03,0.76
2055_04,0.68
2055_05,0.76
2055_06,0.76
2056_01,0.76
2056_02,0.08
2056_03,0.16
2056_04,0.76
2059_01,0.08
2060_01,0.2
2061_01,0.08
2062_01,0.28
2063_01,0.8
2065_01,0.12
2066_01,0.8
2067_01,0.96
2067_02,0.08
2070_01,0.32
2071_01,0.16
2071_02,0.2
2073_01,0.2
2074_01,0.16
2074_02,0.6
2075_01,0.04
2080_01,0.16
2081_01,0.28
2082_01,0.04
2083_01,0.2
2084_01,0.08
2084_02,0.96
2085_01,0.08
2086_01,0.16
2086_02,0.16
2087_01,0.76
2088_01,0.72
2088_02,0.04
2089_01,0.12
2090_01,0.08
2091_01,0.2
2092_01,0.28
2092_02,0.08
2092_03,0.32
2092_04,0.08
2092_05,0.08
2094_01,0.76
2095_01,0.24
2096_01,0.24
2096_02,0.08
2097_01,1.0
2099_01,0.48
2100_01,0.2
2102_01,0.2
2104_01,0.2
2104_02,0.68
2105_01,0.8
2106_01,0.08
2107_01,0.08
2110_01,0.76
2111_01,0.24
2112_01,0.12
2114_01,1.0
2115_01,1.0
2116_01,0.8
2117_01,0.08
2118_01,0.76
2120_01,0.76
2121_01,0.76
2123_01,0.76
2123_02,0.76
2124_01,0.16
2125_01,0.08
2126_01,0.08
2127_01,0.24
2128_01,0.12
2129_01,0.24
2130_01,0.2
2131_01,0.16
2133_01,0.08
2133_02,0.8
2134_01,0.12
2135_01,0.08
2135_02,0.16
2136_01,0.12
2137_01,0.76
2137_02,0.68
2137_03,0.68
2138_01,0.8
2139_01,0.8
2140_01,0.72
2141_01,0.72
2142_01,0.8
2143_01,0.32
2143_02,0.8
2144_01,0.76
2145_01,0.8
2147_01,0.2
2148_01,0.2
2149_01,1.0
2150_01,0.76
2152_01,0.08
2153_01,0.76
2154_01,0.08
2156_01,0.2
2158_01,0.32
2159_01,0.84
2161_01,0.76
2162_01,0.8
2162_02,0.6
2163_01,0.04
2164_01,0.96
2167_01,0.12
2168_01,0.8
2168_02,0.2
2171_01,0.32
2171_02,0.16
2172_01,0.72
2173_01,0.76
2175_01,0.8
2177_01,0.76
2179_01,0.16
2180_01,0.24
2182_01,0.08
2183_01,0.12
2183_02,0.24
2186_01,0.8
2187_01,0.24
2188_01,0.16
2189_01,0.04
2190_01,0.2
2191_01,0.8
2193_01,0.16
2194_01,0.8
2195_01,0.2
2196_01,0.08
2196_02,0.44
2196_03,0.96
2196_04,0.08
2198_01,0.68
2200_01,0.24
2201_01,0.36
2202_01,0.16
2203_01,0.28
2204_01,1.0
2205_01,0.28
2206_01,0.68
2207_01,0.28
2209_01,0.24
2210_01,0.8
2211_01,0.32
2212_01,0.24
2215_01,0.16
2215_02,0.28
2215_03,1.0
2215_04,0.16
2219_01,0.76
2220_01,0.32
2221_01,0.76
2223_01,0.24
2224_01,0.32
2225_01,0.76
2228_01,0.16
2229_01,0.08
2231_01,0.36
2232_01,0.68
2232_02,0.32
2233_01,0.24
2234_01,0.76
2234_02,0.76
2234_03,0.68
2234_04,0.08
2234_05,0.08
2234_06,0.76
2234_07,0.16
2235_01,0.28
2237_01,0.36
2237_02,1.0
2238_01,1.0
2239_01,0.28
2241_01,0.24
2243_01,0.08
2251_01,0.2
2251_02,0.16
2252_01,0.16
2253_01,0.24
2254_01,0.24
2255_01,0.96
2255_02,0.96
2256_01,0.8
2257_01,0.08
2257_02,0.96
2258_01,0.76
2261_01,0.76
2262_01,0.12
2263_01,0.16
2264_01,0.32
2266_01,0.16
2267_01,0.08
2268_01,0.76
2269_01,0.76
2270_01,0.32
2272_01,0.68
2272_02,0.76
2272_03,0.68
2273_01,0.24
2274_01,0.96
2274_02,0.96
2275_01,0.16
2277_01,0.48
2278_01,0.96
2279_01,0.36
2280_01,0.6
2281_01,0.68
2282_01,0.28
2284_01,0.12
2287_01,0.08
2288_01,0.24
2289_01,0.32
2291_01,0.8
2291_02,0.12
2291_03,0.28
2295_01,0.04
2295_02,0.2
2296_01,0.76
2298_01,0.24
2299_01,0.2
2300_01,0.4
2300_02,0.08
2301_01,0.08
2301_02,0.4
2301_03,0.08
2302_01,0.08
2303_01,0.32
2305_01,0.8
2306_01,0.64
2306_02,0.64
2306_03,0.08
2306_04,0.4
2306_05,0.96
2306_06,0.4
2308_01,1.0
2308_02,0.2
2308_03,0.16
2308_04,0.16
2309_01,0.76
2310_01,0.96
2310_02,0.96
2310_03,0.08
2310_04,0.96
2311_01,0.16
2312_01,0.8
2313_01,0.32
2314_01,0.8
2315_01,0.96
2316_01,0.8
2317_01,0.32
2318_01,0.12
2319_01,0.76
2320_01,0.24
2321_01,0.8
2325_01,0.8
2327_01,0.24
2329_01,0.76
2332_01,0.08
2333_01,0.68
2336_01,1.0
2336_02,0.2
2338_01,0.76
2338_02,0.08
2339_01,0.16
2340_01,0.76
2341_01,0.72
2345_01,0.8
2347_01,0.28
2347_02,0.76
2347_03,0.76
2347_04,0.76
2347_05,0.76
2347_06,0.32
2347_07,0.68
2348_01,0.36
2349_01,0.44
2353_01,0.24
2353_02,0.08
2356_01,0.24
2356_02,0.8
2356_03,0.8
2357_01,0.36
2360_01,0.76
2361_01,0.76
2361_02,0.72
2363_01,0.64
2364_01,0.2
2365_01,0.96
2366_01,0.76
2367_01,0.04
2368_01,0.08
2369_01,0.08
2373_01,0.16
2374_01,0.28
2375_01,0.16
2376_01,0.44
2377_01,0.96
2379_01,0.16
2382_01,0.24
2384_01,0.8
2384_02,0.8
2384_03,0.6
2384_04,0.6
2384_05,0.8
2384_06,0.8
2384_07,0.76
2385_01,0.2
2387_01,0.24
2389_01,0.32
2390_01,0.04
2391_01,0.28
2392_01,0.76
2395_01,0.12
2396_01,0.24
2396_02,0.28
2397_01,0.72
2398_01,0.2
2399_01,0.28
2401_01,0.76
2402_01,0.76
2403_01,0.16
2404_01,0.36
2404_02,1.0
2404_03,0.2
2404_04,0.8
2406_01,0.8
2409_01,0.24
2409_02,0.76
2410_01,0.76
2411_01,0.12
2412_01,0.76
2413_01,0.8
2414_01,0.08
2416_01,0.2
2417_01,0.24
2419_01,0.76
2421_01,0.68
2423_01,0.76
2424_01,0.48
2426_01,0.8
2426_02,0.8
2427_01,1.0
2429_01,0.12
2431_01,0.12
2432_01,0.16
2433_01,0.96
2435_01,0.2
2436_01,0.08
2438_01,0.76
2439_01,0.24
2441_01,0.68
2442_01,0.76
2443_01,0.24
2444_01,0.08
2445_01,0.08
2446_01,0.16
2449_01,0.76
2449_02,0.76
2449_03,0.76
2451_01,0.8
2452_01,0.08
2453_01,0.76
2454_01,0.08
2455_01,0.2
2456_01,0.76
2457_01,0.76
2458_01,0.24
2460_01,0.76
2461_01,0.8
2462_01,0.8
2463_01,0.08
2466_01,0.08
2467_01,0.2
2470_01,0.16
2470_02,0.24
2471_01,0.04
2472_01,0.48
2474_01,0.8
2475_01,0.08
2476_01,0.28
2477_01,0.96
2477_02,0.96
2478_01,0.76
2479_01,0.76
2480_01,0.04
2483_01,0.4
2486_01,0.24
2486_02,0.12
2488_01,0.2
2489_01,0.96
2491_01,0.2
2492_01,0.8
2496_01,0.16
2497_01,0.08
2498_01,0.08
2499_01,1.0
2500_01,0.2
2502_01,0.28
2503_01,0.32
2503_02,0.68
2505_01,0.32
2505_02,0.2
2506_01,0.08
2506_02,0.96
2506_03,0.08
2508_01,1.0
2508_02,1.0
2509_01,0.84
2510_01,0.32
2512_01,0.16
2512_02,1.0
2513_01,0.24
2515_01,0.2
2515_02,1.0
2516_01,0.24
2518_01,0.96
2518_02,0.96
2519_01,0.48
2520_01,0.08
2521_01,0.76
2522_01,0.76
2523_01,0.96
2524_01,0.96
2526_01,0.96
2527_01,0.8
2528_01,0.48
2530_01,0.28
2531_01,0.76
2532_01,0.48
2532_02,0.8
2534_01,0.08
2534_02,0.96
2535_01,0.76
2537_01,0.2
2540_01,0.2
2541_01,0.08
2542_01,0.16
2544_01,0.92
2544_02,0.16
2545_01,0.76
2546_01,0.2
2547_01,0.08
2547_02,0.08
2548_01,0.24
2549_01,0.16
2549_02,0.68
2549_03,0.16
2550_01,0.76
2551_01,0.12
2552_01,0.84
2552_02,0.6
2552_03,0.6
2553_01,1.0
2555_01,0.96
2555_02,0.96
2557_01,1.0
2558_01,0.68
2558_02,0.76
2558_03,0.16
2558_04,0.76
2559_01,0.08
2560_01,0.76
2560_02,0.08
2560_03,0.68
2561_01,0.24
2562_01,0.76
2562_02,0.16
2564_01,0.2
2565_01,0.76
2565_02,0.08
2571_01,0.12
2572_01,1.0
2572_02,1.0
2573_01,0.96
2574_01,0.2
2578_01,0.04
2580_01,0.24
2581_01,0.12
2581_02,0.12
2582_01,0.32
2584_01,0.76
2588_01,0.24
2589_01,0.96
2589_02,0.96
2589_03,0.08
2589_04,0.08
2589_05,0.96
2590_01,0.68
2590_02,0.24
2590_03,0.76
2591_01,0.2
2591_02,0.24
2592_01,0.08
2592_02,0.24
2593_01,0.12
2594_01,1.0
2595_01,0.68
2595_02,0.76
2595_03,0.24
2595_04,0.68
2596_01,0.32
2596_02,0.76
2597_01,0.8
2597_02,0.64
2598_01,0.08
2599_01,0.76
2601_01,0.76
2602_01,0.76
2602_02,0.68
2602_03,0.76
2605_01,0.8
2606_01,0.12
2606_02,0.08
2607_01,1.0
2607_02,1.0
2607_03,0.36
2607_04,0.92
2609_01,0.8
2616_01,0.28
2617_01,0.16
2618_01,0.76
2619_01,0.08
2622_01,0.08
2624_01,0.04
2625_01,0.76
2625_02,0.16
2626_01,0.08
2627_01,0.36
2628_01,0.96
2628_02,0.08
2629_01,0.24
2631_01,0.76
2633_01,0.68
2634_01,0.8
2635_01,0.16
2636_01,0.12
2638_01,0.32
2640_01,0.08
2641_01,0.8
2642_01,0.16
2643_01,0.08
2645_01,0.36
2645_02,0.16
2645_03,1.0
2645_04,0.16
2645_05,1.0
2646_01,0.08
2647_01,0.08
2648_01,0.24
2649_01,0.08
2650_01,0.76
2651_01,1.0
2652_01,0.32
2655_01,0.8
2657_01,0.32
2658_01,0.12
2659_01,0.6
2660_01,0.04
2661_01,0.24
2661_02,0.8
2662_01,0.24
2663_01,0.08
2664_01,0.8
2666_01,0.8
2666_02,0.28
2668_01,0.24
2668_02,0.24
2670_01,0.2
2671_01,0.16
2672_01,0.16
2675_01,0.68
2676_01,0.4
2677_01,0.16
2678_01,0.32
2679_01,0.8
2682_01,0.08
2683_01,0.28
2684_01,0.08
2685_01,0.12
2687_01,0.24
2688_01,0.24
2690_01,0.24
2691_01,0.24
2692_01,0.16
2693_01,0.08
2693_02,0.08
2693_03,0.08
2693_04,0.96
2695_01,0.08
2697_01,0.48
2698_01,0.08
2700_01,0.28
2701_01,0.8
2702_01,0.76
2703_01,0.44
2704_01,0.28
2706_01,1.0
2707_01,0.16
2707_02,1.0
2708_01,0.2
2709_01,0.8
2709_02,0.6
2709_03,0.08
2709_04,0.6
2712_01,1.0
2713_01,0.76
2714_01,0.24
2717_01,0.12
2718_01,1.0
2720_01,0.24
2720_02,0.68
2720_03,0.76
2721_01,0.12
2722_01,0.8
2723_01,1.0
2723_02,0.44
2724_01,0.76
2724_02,0.32
2725_01,0.16
2726_01,0.76
2727_01,0.4
2729_01,0.8
2730_01,0.8
2730_02,0.24
2730_03,0.8
2732_01,0.8
2732_02,0.6
2734_01,0.68
2736_01,0.24
2737_01,0.16
2737_02,0.6
2738_01,0.08
2739_01,0.76
2740_01,0.16
2741_01,0.16
2743_01,0.16
2745_01,0.16
2746_01,0.32
2747_01,0.76
2748_01,0.4
2750_01,0.08
2751_01,0.8
2752_01,0.68
2752_02,0.76
2752_03,0.24
2753_01,0.08
2754_01,0.08
2755_01,0.96
2756_01,0.08
2758_01,0.76
2759_01,0.04
2760_01,0.8
2760_02,0.8
2760_03,0.8
2762_01,0.28
2762_02,0.08
2763_01,0.24
2764_01,0.2
2765_01,0.08
2768_01,0.24
2768_02,0.6
2768_03,0.8
2769_01,0.2
2770_01,0.32
2772_01,0.08
2773_01,0.16
2774_01,0.08
2774_02,0.8
2774_03,0.24
2778_01,0.32
2778_02,0.76
2780_01,0.28
2781_01,0.76
2783_01,0.96
2783_02,0.08
2784_01,0.04
2785_01,1.0
2786_01,0.24
2787_01,0.24
2788_01,0.76
2789_01,0.76
2790_01,0.96
2790_02,0.08
2790_03,0.08
2790_04,0.4
2790_05,0.08
2792_01,0.8
2793_01,0.28
2795_01,0.44
2795_02,0.16
2796_01,0.08
2797_01,0.28
2798_01,0.12
2798_02,0.96
2799_01,0.16
2799_02,0.8
2801_01,0.08
2802_01,0.24
2805_01,0.16
2806_01,0.08
2807_01,0.04
2807_02,0.76
2807_03,0.76
2809_01,0.76
2810_01,0.76
2811_01,0.08
2812_01,0.08
2813_01,0.8
2814_01,0.76
2817_01,0.08
2818_01,0.68
2818_02,0.76
2818_03,0.36
2819_01,0.24
2820_01,0.76
2821_01,0.76
2822_01,1.0
2822_02,0.8
2822_03,0.8
2822_04,0.8
2822_05,0.8
2823_01,0.76
2824_01,1.0
2825_01,0.8
2826_01,0.08
2826_02,0.12
2831_01,0.08
2831_02,0.0
2832_01,0.2
2834_01,0.16
2835_01,0.08
2837_01,0.04
2838_01,0.68
2839_01,0.44
2840_01,0.04
2843_01,0.16
2846_01,0.8
2847_01,0.76
2852_01,0.2
2853_01,0.48
2854_01,0.2
2856_01,0.16
2857_01,0.24
2858_01,1.0
2858_02,1.0
2858_03,1.0
2859_01,0.96
2860_01,0.24
2861_01,0.4
2862_01,0.8
2863_01,0.2
2865_01,0.12
2865_02,0.16
2866_01,1.0
2867_01,0.32
2867_02,0.12
2869_01,0.76
2870_01,0.08
2871_01,0.96
2871_02,0.96
2872_01,0.24
2873_01,0.48
2875_01,1.0
2876_01,0.28
2877_01,0.12
2878_01,0.08
2880_01,0.76
2881_01,0.6
2882_01,0.8
2883_01,0.8
2884_01,0.08
2887_01,0.2
2888_01,0.16
2890_01,0.08
2890_02,0.96
2891_01,0.4
2892_01,0.68
2892_02,0.76
2892_03,0.76
2892_04,0.6
2892_05,0.68
2893_01,0.12
2894_01,0.16
2897_01,0.32
2899_01,0.08
2900_01,0.76
2901_01,0.16
2901_02,0.08
2902_01,0.28
2905_01,0.28
2906_01,0.2
2907_01,0.68
2908_01,0.6
2908_02,0.12
2909_01,0.76
2910_01,0.72
2912_01,0.76
2913_01,0.12
2919_01,0.2
2919_02,0.6
2919_03,0.8
2920_01,0.8
2925_01,0.12
2925_02,0.76
2926_01,0.12
2927_01,0.76
2928_01,0.08
2928_02,0.96
2928_03,0.96
2929_01,0.8
2930_01,0.24
2934_01,0.72
2935_01,0.08
2936_01,0.12
2938_01,0.96
2940_01,0.12
2941_01,0.32
2942_01,0.08
2943_01,0.76
2944_01,0.24
2944_02,0.6
2944_03,0.8
2944_04,0.6
2945_01,0.76
2948_01,0.36
2949_01,0.76
2950_01,0.08
2953_01,0.68
2954_01,0.08
2956_01,0.28
2958_01,0.12
2959_01,0.16
2960_01,0.4
2961_01,0.24
2962_01,0.16
2964_01,0.16
2965_01,0.04
2966_01,0.12
2968_01,0.76
2969_01,0.16
2970_01,0.12
2971_01,0.08
2972_01,0.16
2975_01,0.32
2979_01,0.64
2982_01,1.0
2983_01,0.16
2984_01,0.44
2986_01,0.2
2988_01,0.2
2990_01,0.8
2992_01,0.24
2993_01,0.08
2994_01,0.2
2995_01,0.96
2995_02,0.96
2996_01,0.24
2998_01,0.16
3000_01,0.12
3001_01,0.08
3001_02,0.08
3003_01,1.0
3004_01,0.8
3004_02,0.32
3005_01,0.8
3006_01,0.04
3009_01,0.76
3010_01,0.08
3012_01,0.08
3013_01,0.24
3014_01,0.16
3015_01,0.24
3018_01,0.32
3019_01,0.16
3020_01,0.16
3021_01,0.12
3021_02,0.2
3022_01,0.16
3022_02,0.08
3023_01,0.76
3024_01,0.16
3025_01,0.24
3025_02,0.2
3026_01,0.76
3027_01,0.76
3029_01,0.08
3029_02,0.96
3030_01,0.08
3030_02,0.96
3032_01,0.6
3032_02,0.8
3032_03,0.6
3032_04,0.08
3033_01,0.68
3034_01,0.64
3036_01,0.08
3038_01,0.08
3039_01,0.92
3040_01,0.04
3042_01,0.32
3044_01,0.28
3045_01,0.8
3047_01,0.76
3047_02,0.32
3048_01,0.8
3050_01,0.44
3053_01,0.0
3054_01,0.2
3055_01,0.08
3060_01,0.2
3060_02,0.28
3060_03,0.8
3061_01,0.08
3061_02,0.08
3062_01,0.2
3063_01,0.76
3063_02,0.76
3063_03,0.08
3064_01,0.8
3065_01,0.52
3066_01,0.12
3067_01,0.8
3068_01,0.2
3070_01,0.76
3071_01,1.0
3071_02,0.36
3073_01,0.76
3076_01,0.76
3079_01,0.32
3080_01,0.24
3081_01,0.44
3081_02,1.0
3082_01,0.8
3083_01,0.16
3084_01,0.8
3085_01,0.08
3087_01,0.76
3088_01,0.64
3090_01,0.16
3091_01,0.08
3091_02,1.0
3092_01,0.16
3093_01,0.32
3095_01,0.24
3096_01,0.2
3099_01,0.8
3100_01,0.6
3100_02,0.08
3100_03,0.8
3102_01,0.96
3103_01,0.08
3104_01,0.68
3104_02,0.76
3110_01,0.08
3111_01,0.08
3112_01,0.8
3113_01,0.76
3113_02,0.76
3114_01,0.32
3116_01,0.08
3117_01,0.04
3118_01,0.76
3119_01,0.16
3120_01,0.8
3120_02,0.24
3121_01,0.8
3123_01,0.76
3124_01,0.76
3124_02,0.24
3124_03,0.76
3126_01,0.2
3126_02,0.92
3128_01,0.08
3130_01,0.28
3131_01,0.8
3131_02,0.8
3131_03,0.8
3132_01,0.76
3133_01,0.8
3134_01,0.16
3136_01,0.76
3138_01,0.2
3140_01,0.28
3142_01,0.2
3142_02,0.28
3143_01,0.8
3145_01,0.76
3147_01,0.24
3149_01,0.68
3149_02,0.8
3152_01,0.8
3158_01,0.12
3159_01,0.76
3161_01,0.36
3162_01,0.6
3162_02,0.32
3162_03,0.8
3163_01,0.32
3163_02,0.08
3164_01,0.76
3166_01,0.76
3168_01,0.36
3169_01,0.2
3171_01,0.8
3172_01,0.16
3174_01,0.32
3174_02,0.76
3175_01,0.96
3176_01,0.08
3179_01,0.08
3180_01,0.08
3181_01,0.12
3182_01,0.76
3184_01,0.92
3184_02,1.0
3185_01,0.44
3188_01,0.8
3189_01,0.76
3189_02,0.12
3191_01,0.8
3192_01,0.16
3193_01,0.24
3195_01,0.6
3195_02,0.4
3195_03,0.28
3195_04,0.6
3195_05,0.68
3195_06,0.8
3196_01,0.16
3197_01,0.16
3200_01,0.12
3201_01,0.24
3203_01,0.8
3204_01,0.12
3204_02,0.08
3204_03,0.08
3205_01,0.8
3206_01,0.32
3209_01,0.76
3210_01,0.16
3210_02,0.16
3210_03,0.16
3211_01,0.16
3211_02,0.12
3211_03,0.68
3212_01,0.24
3213_01,0.32
3215_01,0.8
3216_01,0.8
3216_02,0.8
3216_03,0.32
3217_01,0.24
3218_01,0.24
3218_02,0.08
3218_03,0.6
3219_01,0.8
3220_01,0.16
3221_01,0.76
3223_01,0.08
3224_01,0.32
3225_01,1.0
3225_02,0.16
3227_01,0.24
3229_01,0.44
3230_01,0.76
3232_01,0.8
3235_01,0.2
3236_01,0.76
3236_02,0.12
3236_03,0.16
3237_01,0.32
3237_02,0.68
3237_03,0.32
3238_01,0.8
3239_01,0.8
3240_01,0.68
3241_01,0.76
3243_01,0.44
3247_01,0.2
3248_01,0.68
3252_01,0.2
3253_01,0.04
3254_01,0.16
3255_01,0.8
3256_01,1.0
3258_01,0.76
3259_01,0.08
3260_01,0.32
3262_01,0.6
3268_01,0.6
3269_01,0.16
3270_01,0.2
3271_01,0.76
3271_02,0.68
3272_01,0.76
3272_02,0.8
3273_01,0.8
3274_01,0.76
3274_02,0.2
3274_03,0.04
3275_01,0.08
3276_01,0.08
3279_01,0.92
3279_02,1.0
3279_03,1.0
3279_04,1.0
3280_01,0.76
3280_02,0.24
3282_01,1.0
3282_02,1.0
3282_03,0.16
3283_01,0.56
3283_02,0.12
3283_03,0.24
3283_04,0.08
3284_01,0.76
3284_02,0.76
3287_01,0.6
3287_02,0.24
3287_03,0.56
3289_01,0.76
3292_01,1.0
3292_02,0.08
3292_03,1.0
3292_04,0.92
3292_05,1.0
3293_01,0.08
3294_01,0.76
3294_02,0.76
3295_01,0.24
3296_01,0.08
3297_01,0.24
3298_01,0.16
3299_01,0.8
3300_01,0.76
3300_02,0.16
3301_01,0.8
3301_02,0.6
3301_03,0.6
3301_04,0.8
3304_01,0.96
3305_01,0.76
3305_02,0.12
3308_01,0.36
3309_01,0.16
3310_01,0.96
3311_01,0.16
3312_01,0.08
3313_01,1.0
3314_01,0.12
3315_01,0.12
3317_01,0.28
3318_01,0.16
3318_02,1.0
3318_03,0.92
3318_04,1.0
3318_05,1.0
3319_01,0.2
3322_01,0.76
3323_01,0.96
3323_02,0.96
3324_01,0.8
3324_02,0.8
3325_01,0.76
3326_01,0.68
3327_01,0.08
3328_01,0.12
3329_01,0.76
3330_01,0.16
3331_01,0.2
3332_01,0.16
3332_02,0.8
3332_03,0.8
3336_01,0.76
3337_01,1.0
3337_02,0.36
3337_03,0.12
3338_01,0.76
3339_01,0.8
3342_01,0.8
3343_01,0.8
3348_01,0.48
3349_01,0.96
3350_01,0.4
3352_01,0.76
